# ticker	name	theme	role	flags
NSE:NIFTYBEES	Nippon India ETF Nifty 50 BeES	00_A	BENCHMARK	required
NSE:BANKBEES	Nippon India ETF Nifty Bank BeES	00_A	BREADTH_PROXY	required
NSE:JUNIORBEES	Nippon India ETF Nifty Next 50 Junior BeES	00_A	BREADTH_PROXY	required
NSE:OFSS	Oracle Financial Services Software	10_D	THEME_LEADER
NSE:NEWGEN	Newgen Software Technologies	10_D	QUALITY_LEADER
NSE:NAUKRI	Info Edge India	10_F	THEME_LEADER
NSE:POLICYBZR	PB Fintech	10_F	QUALITY_LEADER
NSE:NYKAA	FSN E-Commerce Ventures	10_F	QUALITY_LEADER
NSE:SWIGGY	Swiggy	10_F	NEW_LISTING
NSE:TCS	Tata Consultancy Services	10_G	ANCHOR
NSE:INFY	Infosys	10_G	THEME_LEADER
NSE:HCLTECH	HCL Technologies	10_G	QUALITY_LEADER
NSE:WIPRO	Wipro	10_G	QUALITY_LEADER
NSE:TECHM	Tech Mahindra	10_G	QUALITY_LEADER
NSE:LTIM	LTIMindtree	10_G	QUALITY_LEADER
NSE:PERSISTENT	Persistent Systems	10_G	BETA_SATELLITE
NSE:ZEEL	Zee Entertainment Enterprises	20_A	THEME_LEADER
NSE:SUNTV	Sun TV Network	20_A	QUALITY_LEADER
NSE:PVRINOX	PVR INOX	20_A	BETA_SATELLITE
NSE:BHARTIARTL	Bharti Airtel	20_B	ANCHOR
NSE:INDUSTOWER	Indus Towers	20_B	QUALITY_LEADER
NSE:IDEA	Vodafone Idea	20_B	LIQUIDITY_SENSOR
NSE:TITAN	Titan Company	30_A	THEME_LEADER
NSE:DMART	Avenue Supermarts	30_A	QUALITY_LEADER
NSE:TRENT	Trent	30_A	QUALITY_LEADER
NSE:ASIANPAINT	Asian Paints	30_A	QUALITY_LEADER
NSE:HINDUNILVR	Hindustan Unilever	30_B	ANCHOR
NSE:ITC	ITC	30_B	THEME_LEADER
NSE:NESTLEIND	Nestle India	30_B	QUALITY_LEADER
NSE:BRITANNIA	Britannia Industries	30_B	QUALITY_LEADER
NSE:DABUR	Dabur India	30_B	QUALITY_LEADER
NSE:GODREJCP	Godrej Consumer Products	30_B	QUALITY_LEADER
NSE:INDIGO	InterGlobe Aviation	30_C	THEME_LEADER
NSE:IRCTC	Indian Railway Catering and Tourism	30_C	QUALITY_LEADER
NSE:JUBLFOOD	Jubilant FoodWorks	30_C	QUALITY_LEADER
NSE:MARUTI	Maruti Suzuki India	30_E	ANCHOR
NSE:M&M	Mahindra & Mahindra	30_E	THEME_LEADER
NSE:TATAMOTORS	Tata Motors	30_E	THEME_LEADER
NSE:BAJAJ-AUTO	Bajaj Auto	30_E	QUALITY_LEADER
NSE:EICHERMOT	Eicher Motors	30_E	QUALITY_LEADER
NSE:HEROMOTOCO	Hero MotoCorp	30_E	QUALITY_LEADER
NSE:TVSMOTOR	TVS Motor Company	30_E	BETA_SATELLITE
NSE:HDFCBANK	HDFC Bank	40_A	ANCHOR
NSE:ICICIBANK	ICICI Bank	40_A	THEME_LEADER
NSE:SBIN	State Bank of India	40_A	THEME_LEADER
NSE:KOTAKBANK	Kotak Mahindra Bank	40_A	QUALITY_LEADER
NSE:AXISBANK	Axis Bank	40_A	QUALITY_LEADER
NSE:BANKBARODA	Bank of Baroda	40_A	QUALITY_LEADER
NSE:INDUSINDBK	IndusInd Bank	40_A	BETA_SATELLITE
NSE:CANBK	Canara Bank	40_A	BETA_SATELLITE
NSE:YESBANK	Yes Bank	40_A	LIQUIDITY_SENSOR
NSE:PAYTM	One 97 Communications	40_B	THEME_LEADER
NSE:BSE	BSE	40_C	THEME_LEADER
NSE:HDFCAMC	HDFC Asset Management Company	40_C	QUALITY_LEADER
NSE:MCX	Multi Commodity Exchange of India	40_C	QUALITY_LEADER
NSE:SBILIFE	SBI Life Insurance Company	40_D	THEME_LEADER
NSE:HDFCLIFE	HDFC Life Insurance Company	40_D	QUALITY_LEADER
NSE:ICICIGI	ICICI Lombard General Insurance	40_D	QUALITY_LEADER
NSE:BAJFINANCE	Bajaj Finance	45_A	ANCHOR
NSE:CHOLAFIN	Cholamandalam Investment and Finance	45_A	QUALITY_LEADER
NSE:SHRIRAMFIN	Shriram Finance	45_A	QUALITY_LEADER
NSE:LICHSGFIN	LIC Housing Finance	45_A	BETA_SATELLITE
NSE:SUNPHARMA	Sun Pharmaceutical Industries	50_A	ANCHOR
NSE:CIPLA	Cipla	50_A	THEME_LEADER
NSE:DRREDDY	Dr Reddys Laboratories	50_A	QUALITY_LEADER
NSE:DIVISLAB	Divis Laboratories	50_A	QUALITY_LEADER
NSE:LUPIN	Lupin	50_A	QUALITY_LEADER
NSE:TORNTPHARM	Torrent Pharmaceuticals	50_A	QUALITY_LEADER
NSE:AUROPHARMA	Aurobindo Pharma	50_A	BETA_SATELLITE
NSE:POLYMED	Poly Medicure	50_B	THEME_LEADER
NSE:APOLLOHOSP	Apollo Hospitals Enterprise	50_C	THEME_LEADER
