# ticker	name	theme	role	flags
XETR:EXS1	iShares Core DAX UCITS ETF	00_A	BENCHMARK	required
XETR:EXS3	iShares MDAX UCITS ETF	00_A	BREADTH_PROXY	required
XETR:IFX	Infineon Technologies	10_B	THEME_LEADER
XETR:ELG	Elmos Semiconductor	10_B	QUALITY_LEADER
XETR:AIXA	Aixtron	10_C	THEME_LEADER
XETR:PFV	Pfeiffer Vacuum Technology	10_C	QUALITY_LEADER
XETR:JEN	Jenoptik	10_C	QUALITY_LEADER
XETR:SAP	SAP	10_D	ANCHOR
XETR:NEM	Nemetschek	10_D	THEME_LEADER
XETR:TMV	TeamViewer	10_D	QUALITY_LEADER
XETR:YSN	secunet Security Networks	10_E	THEME_LEADER
XETR:DHER	Delivery Hero	10_F	THEME_LEADER
XETR:ZAL	Zalando	10_F	THEME_LEADER
XETR:UTDI	United Internet	10_F	QUALITY_LEADER
XETR:HFG	HelloFresh	10_F	BETA_SATELLITE
XETR:PSM	ProSiebenSat.1 Media	20_A	THEME_LEADER
XETR:RRTL	RTL Group	20_A	QUALITY_LEADER
XETR:DTE	Deutsche Telekom	20_B	ANCHOR
XETR:FNTN	freenet	20_B	QUALITY_LEADER
XETR:ADS	adidas	30_A	THEME_LEADER
XETR:PUM	Puma	30_A	QUALITY_LEADER
XETR:BOSS	Hugo Boss	30_A	QUALITY_LEADER
XETR:BEI	Beiersdorf	30_B	THEME_LEADER
XETR:HEN3	Henkel Vorzüge	30_B	QUALITY_LEADER
XETR:TUI1	TUI	30_C	THEME_LEADER
XETR:LHA	Deutsche Lufthansa	30_C	LIQUIDITY_SENSOR
XETR:MBG	Mercedes-Benz Group	30_E	ANCHOR
XETR:BMW	Bayerische Motoren Werke	30_E	THEME_LEADER
XETR:VOW3	Volkswagen Vorzüge	30_E	THEME_LEADER
XETR:P911	Porsche AG	30_E	QUALITY_LEADER
XETR:CON	Continental	30_E	QUALITY_LEADER
XETR:PAH3	Porsche Automobil Holding	30_E	QUALITY_LEADER
XETR:DBK	Deutsche Bank	40_A	THEME_LEADER
XETR:CBK	Commerzbank	40_A	QUALITY_LEADER
XETR:DB1	Deutsche Börse	40_C	ANCHOR
XETR:DWS	DWS Group	40_C	QUALITY_LEADER
XETR:ALV	Allianz	40_D	ANCHOR
XETR:MUV2	Münchener Rückversicherung	40_D	THEME_LEADER
XETR:HNR1	Hannover Rück	40_D	QUALITY_LEADER
XETR:TLX	Talanx	40_D	QUALITY_LEADER
XETR:BAYN	Bayer	50_A	THEME_LEADER
XETR:MRK	Merck	50_A	THEME_LEADER
XETR:SHL	Siemens Healthineers	50_B	THEME_LEADER
XETR:SRT3	Sartorius Vorzüge	50_B	QUALITY_LEADER
XETR:FRE	Fresenius	50_B	QUALITY_LEADER
XETR:FME	Fresenius Medical Care	50_B	QUALITY_LEADER
XETR:RHM	Rheinmetall	60_A	THEME_LEADER
XETR:AIR	Airbus	60_A	QUALITY_LEADER
XETR:HAG	Hensoldt	60_A	QUALITY_LEADER
XETR:KGX	Kion Group	60_B	THEME_LEADER
XETR:KRN	Krones	60_B	QUALITY_LEADER
XETR:DUE	Dürr	60_B	QUALITY_LEADER
XETR:GBF	Bilfinger	60_B	QUALITY_LEADER
XETR:DHL	DHL Group	60_C	THEME_LEADER
XETR:HHFA	Hamburger Hafen und Logistik	60_C	QUALITY_LEADER
XETR:SIE	Siemens	60_D	ANCHOR
XETR:ENR	Siemens Energy	60_D	THEME_LEADER
XETR:NDX1	Nordex	60_D	BETA_SATELLITE
XETR:HEI	Heidelberg Materials	80_A	THEME_LEADER
XETR:SDF	K+S	80_A	QUALITY_LEADER
XETR:SZG	Salzgitter	80_A	BETA_SATELLITE
XETR:TKA	thyssenkrupp	80_A	LIQUIDITY_SENSOR
XETR:RWE	RWE	80_B	THEME_LEADER
XETR:EOAN	E.ON	80_B	THEME_LEADER
XETR:BAS	BASF	80_D	ANCHOR
XETR:SY1	Symrise	80_D	QUALITY_LEADER
XETR:WCH	Wacker Chemie	80_D	QUALITY_LEADER
XETR:EVK	Evonik Industries	80_D	QUALITY_LEADER
XETR:LXS	Lanxess	80_D	BETA_SATELLITE
XETR:VNA	Vonovia	90_A	THEME_LEADER
XETR:LEG	LEG Immobilien	90_A	QUALITY_LEADER
XETR:TEG	TAG Immobilien	90_A	BETA_SATELLITE
XETR:EXV1	iShares STOXX Europe 600 Banks UCITS ETF	40_A	BREADTH_PROXY	ineligible:redundant_with_member: ein Sektor-ETF trägt nichts über seine eigenen Führer hinaus
XETR:4GLD	Xetra-Gold	00_A	BREADTH_PROXY	ineligible:excluded_instrument_type: eine Goldinhaberschuldverschreibung beobachtet diesen Aktienmarkt nicht
