# ticker	name	theme	role	flags
KRX:069500	KODEX 200	00_A	BENCHMARK	required
KRX:102110	TIGER 200	00_A	BENCHMARK	required
KRX:229200	KODEX 코스닥150	00_A	BREADTH_PROXY	required
KRX:035420	NAVER	10_A	THEME_LEADER
KRX:005930	삼성전자	10_B	ANCHOR
KRX:000660	SK하이닉스	10_B	THEME_LEADER
KRX:000990	DB하이텍	10_B	QUALITY_LEADER
KRX:042700	한미반도체	10_C	THEME_LEADER
KRX:240810	원익IPS	10_C	QUALITY_LEADER
KRX:058470	리노공업	10_C	QUALITY_LEADER
KRX:039030	이오테크닉스	10_C	QUALITY_LEADER
KRX:012510	더존비즈온	10_D	THEME_LEADER
KRX:053800	안랩	10_E	THEME_LEADER
KRX:035720	카카오	10_F	THEME_LEADER
KRX:089600	나스미디어	10_F	QUALITY_LEADER
KRX:007660	이수페타시스	11_A	THEME_LEADER
KRX:034020	두산에너빌리티	11_B	THEME_LEADER
KRX:298040	효성중공업	11_B	QUALITY_LEADER
KRX:035760	CJ ENM	20_A	THEME_LEADER
KRX:253450	스튜디오드래곤	20_A	QUALITY_LEADER
KRX:017670	SK텔레콤	20_B	THEME_LEADER
KRX:030200	KT	20_B	QUALITY_LEADER
KRX:032640	LG유플러스	20_B	BETA_SATELLITE
KRX:259960	크래프톤	20_C	THEME_LEADER
KRX:036570	엔씨소프트	20_C	QUALITY_LEADER
KRX:251270	넷마블	20_C	QUALITY_LEADER
KRX:263750	펄어비스	20_C	BETA_SATELLITE
KRX:352820	하이브	20_E	THEME_LEADER
KRX:035900	JYP Ent.	20_E	QUALITY_LEADER
KRX:041510	에스엠	20_E	QUALITY_LEADER
KRX:122870	와이지엔터테인먼트	20_E	BETA_SATELLITE
KRX:090430	아모레퍼시픽	30_A	THEME_LEADER
KRX:004170	신세계	30_A	QUALITY_LEADER
KRX:051900	LG생활건강	30_B	THEME_LEADER
KRX:097950	CJ제일제당	30_B	QUALITY_LEADER
KRX:033780	KT&G	30_B	QUALITY_LEADER
KRX:271560	오리온	30_B	QUALITY_LEADER
KRX:008770	호텔신라	30_C	THEME_LEADER
KRX:003490	대한항공	30_C	QUALITY_LEADER
KRX:005380	현대차	30_E	ANCHOR
KRX:000270	기아	30_E	THEME_LEADER
KRX:012330	현대모비스	30_E	QUALITY_LEADER
KRX:018880	한온시스템	30_E	BETA_SATELLITE
KRX:009540	HD한국조선해양	35_A	THEME_LEADER
KRX:042660	한화오션	35_A	QUALITY_LEADER
KRX:010140	삼성중공업	35_A	QUALITY_LEADER
KRX:329180	HD현대중공업	35_A	QUALITY_LEADER
KRX:105560	KB금융	40_A	ANCHOR
KRX:055550	신한지주	40_A	THEME_LEADER
KRX:086790	하나금융지주	40_A	QUALITY_LEADER
KRX:316140	우리금융지주	40_A	QUALITY_LEADER
KRX:377300	카카오페이	40_B	THEME_LEADER
KRX:006800	미래에셋증권	40_C	THEME_LEADER
KRX:016360	삼성증권	40_C	QUALITY_LEADER
KRX:071050	한국금융지주	40_C	QUALITY_LEADER
KRX:032830	삼성생명	40_D	THEME_LEADER
KRX:000810	삼성화재	40_D	QUALITY_LEADER
KRX:005830	DB손해보험	40_D	QUALITY_LEADER
KRX:000100	유한양행	50_A	THEME_LEADER
KRX:128940	한미약품	50_A	QUALITY_LEADER
KRX:069620	대웅제약	50_A	BETA_SATELLITE
KRX:328130	루닛	50_B	THEME_LEADER
KRX:214150	클래시스	50_B	QUALITY_LEADER
KRX:207940	삼성바이오로직스	50_D	ANCHOR
KRX:068270	셀트리온	50_D	THEME_LEADER
KRX:196170	알테오젠	50_D	QUALITY_LEADER
KRX:012450	한화에어로스페이스	60_A	THEME_LEADER
KRX:047810	한국항공우주	60_A	QUALITY_LEADER
KRX:079550	LIG넥스원	60_A	QUALITY_LEADER
KRX:241560	두산밥캣	60_B	THEME_LEADER
KRX:042670	HD현대인프라코어	60_B	QUALITY_LEADER
KRX:454910	두산로보틱스	60_B	NEW_LISTING
KRX:000120	CJ대한통운	60_C	THEME_LEADER
KRX:028670	팬오션	60_C	BETA_SATELLITE
KRX:011200	HMM	60_C	LIQUIDITY_SENSOR
KRX:010950	S-Oil	70_A	THEME_LEADER
KRX:078930	GS	70_A	QUALITY_LEADER
KRX:036460	한국가스공사	70_B	THEME_LEADER
KRX:005490	POSCO홀딩스	80_A	THEME_LEADER
KRX:010130	고려아연	80_A	QUALITY_LEADER
KRX:004020	현대제철	80_A	BETA_SATELLITE
KRX:015760	한국전력	80_B	THEME_LEADER
KRX:051910	LG화학	80_D	THEME_LEADER
KRX:011780	금호석유	80_D	QUALITY_LEADER
KRX:011170	롯데케미칼	80_D	BETA_SATELLITE
KRX:373220	LG에너지솔루션	80_F	ANCHOR
KRX:006400	삼성SDI	80_F	THEME_LEADER
KRX:247540	에코프로비엠	80_F	QUALITY_LEADER
KRX:003670	포스코퓨처엠	80_F	QUALITY_LEADER
KRX:330590	롯데리츠	90_A	THEME_LEADER
KRX:122630	KODEX 레버리지	00_A	BREADTH_PROXY	ineligible:excluded_instrument_type: 레버리지 ETF는 시장에 대한 관측이 아니다
KRX:005935	삼성전자우	10_B	QUALITY_LEADER	ineligible:duplicate_asset: 보통주가 이미 같은 기업을 담고 있다
