# ticker	name	theme	role	flags
EURONEXT:CAC	Amundi CAC 40 UCITS ETF	00_A	BENCHMARK	required
EURONEXT:CW8	Amundi MSCI World UCITS ETF	00_A	BREADTH_PROXY	required
EURONEXT:STMPA	STMicroelectronics	10_B	THEME_LEADER
EURONEXT:SOI	Soitec	10_C	THEME_LEADER
EURONEXT:DSY	Dassault Systèmes	10_D	THEME_LEADER
EURONEXT:ATO	Atos	10_D	LIQUIDITY_SENSOR
EURONEXT:PUB	Publicis Groupe	10_F	THEME_LEADER
EURONEXT:SU	Schneider Electric	11_B	THEME_LEADER
EURONEXT:LR	Legrand	11_B	QUALITY_LEADER
EURONEXT:VIV	Vivendi	20_A	THEME_LEADER
EURONEXT:UBI	Ubisoft Entertainment	20_A	BETA_SATELLITE
EURONEXT:TFI	TF1	20_A	BETA_SATELLITE
EURONEXT:ORA	Orange	20_B	THEME_LEADER
EURONEXT:FDJ	La Française des Jeux	30_A	THEME_LEADER
EURONEXT:OR	L'Oréal	30_B	ANCHOR
EURONEXT:BN	Danone	30_B	THEME_LEADER
EURONEXT:RI	Pernod Ricard	30_B	THEME_LEADER
EURONEXT:CA	Carrefour	30_B	QUALITY_LEADER
EURONEXT:AC	Accor	30_C	THEME_LEADER
EURONEXT:SW	Sodexo	30_C	QUALITY_LEADER
EURONEXT:AF	Air France-KLM	30_C	LIQUIDITY_SENSOR
EURONEXT:MC	LVMH Moët Hennessy Louis Vuitton	30_D	ANCHOR
EURONEXT:RMS	Hermès International	30_D	THEME_LEADER
EURONEXT:KER	Kering	30_D	THEME_LEADER
EURONEXT:EL	EssilorLuxottica	30_D	QUALITY_LEADER
EURONEXT:STLAP	Stellantis	30_E	THEME_LEADER
EURONEXT:RNO	Renault	30_E	THEME_LEADER
EURONEXT:ML	Michelin	30_E	QUALITY_LEADER
EURONEXT:FR	Valeo	30_E	BETA_SATELLITE
EURONEXT:BNP	BNP Paribas	40_A	ANCHOR
EURONEXT:GLE	Société Générale	40_A	THEME_LEADER
EURONEXT:ACA	Crédit Agricole	40_A	QUALITY_LEADER
EURONEXT:WLN	Worldline	40_B	THEME_LEADER
EURONEXT:EDEN	Edenred	40_B	QUALITY_LEADER
EURONEXT:ENX	Euronext	40_C	THEME_LEADER
EURONEXT:AMUN	Amundi	40_C	QUALITY_LEADER
EURONEXT:CS	AXA	40_D	THEME_LEADER
EURONEXT:SCR	SCOR	40_D	BETA_SATELLITE
EURONEXT:SAN	Sanofi	50_A	ANCHOR
EURONEXT:IPN	Ipsen	50_A	QUALITY_LEADER
EURONEXT:BIM	bioMérieux	50_B	THEME_LEADER
EURONEXT:AIR	Airbus	60_A	ANCHOR
EURONEXT:SAF	Safran	60_A	THEME_LEADER
EURONEXT:HO	Thales	60_A	THEME_LEADER
EURONEXT:ALO	Alstom	60_B	THEME_LEADER
EURONEXT:GET	Getlink	60_C	THEME_LEADER
EURONEXT:ADP	Aéroports de Paris	60_C	QUALITY_LEADER
EURONEXT:DG	Vinci	60_E	ANCHOR
EURONEXT:SGO	Saint-Gobain	60_E	THEME_LEADER
EURONEXT:FGR	Eiffage	60_E	QUALITY_LEADER
EURONEXT:BOUY	Bouygues	60_E	QUALITY_LEADER
EURONEXT:TTE	TotalEnergies	70_A	ANCHOR
EURONEXT:VK	Vallourec	70_B	BETA_SATELLITE
EURONEXT:TE	Technip Energies	70_B	QUALITY_LEADER
EURONEXT:AI	Air Liquide	80_A	ANCHOR
EURONEXT:AKE	Arkema	80_A	QUALITY_LEADER
EURONEXT:NK	Imerys	80_A	BETA_SATELLITE
EURONEXT:ENGI	Engie	80_B	THEME_LEADER
EURONEXT:VIE	Veolia Environnement	80_B	THEME_LEADER
EURONEXT:URW	Unibail-Rodamco-Westfield	90_A	THEME_LEADER
EURONEXT:GFC	Gecina	90_A	QUALITY_LEADER
EURONEXT:COV	Covivio	90_A	BETA_SATELLITE
EURONEXT:CDI	Christian Dior	30_D	QUALITY_LEADER	ineligible:redundant_with_member: la holding ne porte que la participation dans LVMH, déjà détenue
EURONEXT:ESE	BNP Paribas Easy S&P 500 UCITS ETF	00_A	BREADTH_PROXY	ineligible:excluded_instrument_type: un fonds sur un indice étranger n'observe pas ce marché
