# ticker	name	theme	role	flags
TWSE:0050	元大台灣50	00_A	BENCHMARK	required
TWSE:006208	富邦台50	00_A	BENCHMARK	required
TWSE:0056	元大高股息	00_A	BREADTH_PROXY	required
TWSE:2330	台積電	10_B	ANCHOR
TWSE:2303	聯電	10_B	THEME_LEADER
TWSE:3711	日月光投控	10_B	THEME_LEADER
TWSE:2408	南亞科	10_B	BETA_SATELLITE
TWSE:6239	力成	10_B	QUALITY_LEADER
TPEX:3680	家登	10_C	THEME_LEADER
TWSE:2467	志聖	10_C	QUALITY_LEADER
TWSE:2480	敦陽科	10_D	THEME_LEADER
TWSE:8454	富邦媒	10_F	THEME_LEADER
TPEX:8044	網家	10_F	QUALITY_LEADER
TWSE:2317	鴻海	10_H	ANCHOR
TWSE:2382	廣達	10_H	THEME_LEADER
TWSE:2308	台達電	10_H	THEME_LEADER
TWSE:2345	智邦	10_H	QUALITY_LEADER
TWSE:6669	緯穎	10_H	QUALITY_LEADER
TWSE:3231	緯創	10_H	QUALITY_LEADER
TWSE:2357	華碩	10_H	QUALITY_LEADER
TWSE:2377	微星	10_H	BETA_SATELLITE
TWSE:2356	英業達	10_H	BETA_SATELLITE
TWSE:2454	聯發科	10_I	ANCHOR
TWSE:3034	聯詠	10_I	THEME_LEADER
TWSE:3661	世芯-KY	10_I	QUALITY_LEADER
TWSE:2379	瑞昱	10_I	QUALITY_LEADER
TPEX:8299	群聯	10_I	BETA_SATELLITE
TWSE:3017	奇鋐	11_A	THEME_LEADER
TWSE:3324	雙鴻	11_A	BETA_SATELLITE
TWSE:1519	華城	11_B	THEME_LEADER
TWSE:1513	中興電	11_B	QUALITY_LEADER
TWSE:1503	士電	11_B	QUALITY_LEADER
TWSE:2412	中華電	20_B	ANCHOR
TWSE:3045	台灣大	20_B	QUALITY_LEADER
TWSE:4904	遠傳	20_B	QUALITY_LEADER
TWSE:9910	豐泰	30_A	THEME_LEADER
TWSE:9904	寶成	30_A	QUALITY_LEADER
TWSE:1216	統一	30_B	THEME_LEADER
TWSE:1210	大成	30_B	QUALITY_LEADER
TWSE:2707	晶華酒店	30_C	THEME_LEADER
TWSE:2618	長榮航	30_C	QUALITY_LEADER
TWSE:2610	華航	30_C	BETA_SATELLITE
TWSE:2891	中信金	40_A	THEME_LEADER
TWSE:2881	富邦金	40_A	THEME_LEADER
TWSE:2882	國泰金	40_A	QUALITY_LEADER
TWSE:2886	兆豐金	40_A	QUALITY_LEADER
TWSE:2884	玉山金	40_A	QUALITY_LEADER
TPEX:6763	綠界科技	40_B	THEME_LEADER
TWSE:6005	群益證	40_C	THEME_LEADER
TWSE:2855	統一證	40_C	QUALITY_LEADER
TWSE:2867	三商壽	40_D	THEME_LEADER
TWSE:2832	台灣產物	40_D	QUALITY_LEADER
TWSE:1795	美時	50_A	THEME_LEADER
TWSE:1731	美吾華	50_A	QUALITY_LEADER
TPEX:4736	泰博	50_B	THEME_LEADER
TWSE:2634	漢翔	60_A	THEME_LEADER
TWSE:2049	上銀	60_B	THEME_LEADER
TWSE:1590	亞德客-KY	60_B	QUALITY_LEADER
TWSE:2603	長榮	60_C	THEME_LEADER
TWSE:2615	萬海	60_C	LIQUIDITY_SENSOR
TWSE:2609	陽明	60_C	LIQUIDITY_SENSOR
TWSE:6505	台塑化	70_A	THEME_LEADER
TWSE:9926	新海瓦斯	70_B	THEME_LEADER
TWSE:1301	台塑	80_A	THEME_LEADER
TWSE:2002	中鋼	80_A	THEME_LEADER
TWSE:1326	台化	80_A	QUALITY_LEADER
TWSE:1303	南亞	80_A	BETA_SATELLITE
TWSE:8926	台汽電	80_B	THEME_LEADER
TWSE:2542	興富發	90_D	THEME_LEADER
TWSE:2548	華固	90_D	QUALITY_LEADER
TWSE:00631L	元大台灣50正2	00_A	BREADTH_PROXY	ineligible:excluded_instrument_type: 槓桿 ETF 不是對市場的觀測
TWSE:2883	開發金	40_C	QUALITY_LEADER	ineligible:redundant_with_member: 金控的風險已由同組其他金控覆蓋
